Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
underweight,female,vegan,less frequently,natural gas,public,,never,80,frequently,588,large,6,0,28,9,Sometimes,"['Paper', 'Glass']",['Microwave'],1606
obese,male,omnivore,twice a day,natural gas,public,,sometimes,298,never,861,small,2,14,13,18,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",1476
overweight,female,vegan,more frequently,wood,private,lpg,often,117,frequently,7148,small,3,14,0,11,Yes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3530
obese,female,pescatarian,daily,coal,private,electric,sometimes,79,frequently,8148,small,2,12,5,10,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1559
obese,female,vegan,more frequently,electricity,walk/bicycle,,often,130,very frequently,6,large,1,10,50,13,No,"['Plastic', 'Metal']","['Stove', 'Oven']",2720
underweight,male,pescatarian,more frequently,wood,walk/bicycle,,sometimes,123,never,28,small,2,20,22,24,Sometimes,"['Paper', 'Plastic', 'Metal']",['Stove'],968
overweight,male,vegetarian,more frequently,wood,public,,sometimes,215,rarely,1980,medium,4,14,5,10,Sometimes,"['Plastic', 'Metal']",['Microwave'],1402
obese,male,omnivore,less frequently,natural gas,public,,often,247,very frequently,150,small,2,3,21,3,No,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",2917
underweight,male,vegan,more frequently,coal,private,lpg,sometimes,186,frequently,2722,medium,4,11,11,15,Yes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2431
obese,male,omnivore,daily,wood,private,lpg,sometimes,238,rarely,3624,medium,5,18,32,4,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",3122
obese,male,omnivore,daily,natural gas,walk/bicycle,,sometimes,68,very frequently,1,large,5,20,33,2,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",3236
normal,male,pescatarian,twice a day,natural gas,walk/bicycle,,sometimes,247,rarely,61,large,6,13,45,11,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2317
obese,female,vegetarian,more frequently,coal,walk/bicycle,,sometimes,294,frequently,11,small,2,22,15,4,No,"['Plastic', 'Glass']",['Oven'],2023
underweight,female,omnivore,more frequently,coal,private,electric,often,233,never,5875,large,2,24,47,24,No,[],['Oven'],1887
normal,female,vegan,twice a day,coal,walk/bicycle,,never,294,rarely,46,extra large,6,23,34,10,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2092
overweight,male,pescatarian,less frequently,coal,public,,often,222,never,1200,small,3,3,14,11,Sometimes,['Plastic'],"['Stove', 'Grill', 'Airfryer']",1666
overweight,female,vegan,daily,coal,public,,sometimes,291,very frequently,1365,medium,6,14,22,1,Yes,['Plastic'],['Microwave'],2679
underweight,male,omnivore,twice a day,natural gas,walk/bicycle,,never,271,rarely,80,extra large,6,4,3,7,No,['Paper'],"['Grill', 'Airfryer']",1691
underweight,male,vegan,daily,coal,private,diesel,often,89,never,7226,medium,5,19,27,7,No,"['Plastic', 'Glass']",['Stove'],3197
overweight,female,vegetarian,more frequently,wood,public,,sometimes,181,frequently,441,extra large,6,8,46,6,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2547
overweight,male,omnivore,daily,electricity,public,,often,264,very frequently,47,large,6,4,17,19,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3270
overweight,female,pescatarian,more frequently,natural gas,public,,never,235,rarely,845,medium,6,12,4,22,No,['Plastic'],"['Stove', 'Oven']",1599
underweight,female,omnivore,less frequently,wood,private,electric,sometimes,53,never,7916,small,1,23,16,22,No,"['Plastic', 'Glass']","['Stove', 'Microwave']",768
obese,male,vegetarian,more frequently,wood,walk/bicycle,,often,203,very frequently,71,medium,1,12,0,17,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",2732
obese,female,omnivore,less frequently,electricity,walk/bicycle,,often,51,very frequently,81,large,5,22,8,18,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",2458
normal,female,pescatarian,more frequently,coal,walk/bicycle,,never,181,very frequently,18,medium,3,9,7,15,Yes,"['Paper', 'Metal']","['Grill', 'Airfryer']",2028
obese,female,vegetarian,twice a day,coal,public,,sometimes,96,very frequently,1814,small,2,2,22,24,Sometimes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3071
underweight,male,pescatarian,less frequently,coal,walk/bicycle,,never,150,very frequently,42,large,6,16,50,12,Sometimes,"['Paper', 'Metal']","['Grill', 'Airfryer']",3161
overweight,male,vegan,daily,coal,private,hybrid,never,252,frequently,6474,large,5,14,6,23,Yes,['Paper'],['Stove'],3583
underweight,female,pescatarian,daily,natural gas,public,,never,148,very frequently,1588,small,1,16,25,22,Sometimes,"['Plastic', 'Glass', 'Metal']",['Oven'],1941
normal,female,vegetarian,more frequently,natural gas,walk/bicycle,,often,70,never,59,large,6,6,22,17,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",1376
obese,male,omnivore,daily,natural gas,walk/bicycle,,sometimes,66,very frequently,68,extra large,2,5,11,17,No,[],"['Oven', 'Microwave']",3131
obese,male,vegetarian,daily,coal,public,,sometimes,226,very frequently,1741,large,1,9,42,2,No,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3619
obese,female,pescatarian,less frequently,electricity,public,,often,218,frequently,532,medium,3,23,22,8,Sometimes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",2022
obese,female,vegan,more frequently,coal,private,lpg,never,85,rarely,8442,medium,7,12,14,0,Yes,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",4346
overweight,male,vegetarian,daily,electricity,walk/bicycle,,never,87,very frequently,42,large,6,16,24,9,No,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2997
obese,female,pescatarian,more frequently,electricity,private,hybrid,often,61,rarely,5259,extra large,7,15,43,17,Sometimes,['Glass'],"['Grill', 'Airfryer']",3300
normal,male,vegan,twice a day,coal,public,,often,277,very frequently,574,medium,7,2,43,13,Sometimes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",3372
underweight,female,vegetarian,daily,wood,private,petrol,sometimes,223,frequently,1069,medium,4,24,39,2,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2091
normal,female,omnivore,less frequently,natural gas,private,petrol,often,139,very frequently,3271,medium,3,20,38,1,Yes,['Metal'],"['Stove', 'Grill', 'Airfryer']",3466
overweight,male,vegetarian,less frequently,electricity,private,petrol,often,151,very frequently,4731,extra large,4,16,33,15,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",4813
normal,female,vegetarian,less frequently,coal,public,,often,147,rarely,353,medium,6,10,44,9,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1745
underweight,male,omnivore,more frequently,natural gas,private,hybrid,never,109,never,2886,small,1,13,23,14,No,['Metal'],"['Stove', 'Oven']",1555
underweight,female,vegan,twice a day,wood,public,,never,54,rarely,1527,large,2,24,4,5,Sometimes,"['Paper', 'Plastic', 'Metal']",[],695
normal,male,omnivore,more frequently,natural gas,walk/bicycle,,often,136,very frequently,80,small,6,18,23,13,Sometimes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2793
overweight,male,omnivore,daily,wood,walk/bicycle,,often,154,frequently,74,large,4,8,36,24,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2543
obese,female,vegetarian,twice a day,coal,private,electric,never,282,frequently,4113,large,3,1,37,13,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",2268
normal,female,pescatarian,daily,natural gas,public,,never,299,rarely,1926,large,6,7,35,5,No,"['Plastic', 'Glass']","['Oven', 'Microwave']",1877
overweight,female,vegan,twice a day,electricity,public,,never,127,frequently,792,large,7,0,16,1,No,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",1960
underweight,male,vegetarian,less frequently,natural gas,walk/bicycle,,never,128,frequently,99,large,4,16,21,14,No,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1786
obese,male,pescatarian,more frequently,electricity,walk/bicycle,,never,207,very frequently,61,small,6,10,11,16,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",2423
underweight,male,omnivore,daily,coal,walk/bicycle,,never,153,never,7,small,3,8,28,16,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1439
obese,female,omnivore,daily,wood,walk/bicycle,,sometimes,176,rarely,38,extra large,7,24,30,18,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2471
underweight,male,vegan,more frequently,electricity,walk/bicycle,,often,251,never,18,medium,7,14,34,9,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",1367
underweight,female,vegetarian,more frequently,natural gas,walk/bicycle,,often,203,never,91,large,1,15,12,0,No,"['Paper', 'Plastic']",['Stove'],788
normal,female,vegetarian,more frequently,coal,walk/bicycle,,never,117,frequently,61,small,3,15,28,9,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1661
overweight,male,vegetarian,more frequently,coal,walk/bicycle,,sometimes,216,rarely,35,medium,6,8,5,6,Yes,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",1542
obese,female,pescatarian,daily,electricity,private,electric,sometimes,136,never,5626,small,2,7,4,13,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",511
underweight,female,vegetarian,more frequently,electricity,public,,sometimes,134,frequently,255,medium,7,15,36,24,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",1916
underweight,male,vegetarian,less frequently,electricity,walk/bicycle,,sometimes,123,never,65,extra large,4,9,33,6,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1024
obese,male,pescatarian,twice a day,natural gas,walk/bicycle,,never,74,never,31,small,3,15,36,16,Sometimes,"['Paper', 'Plastic']",[],1403
obese,female,omnivore,more frequently,coal,walk/bicycle,,never,147,very frequently,73,large,6,2,20,20,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3221
normal,male,omnivore,more frequently,coal,private,diesel,often,195,rarely,9246,large,6,24,13,11,No,['Plastic'],['Oven'],4858
overweight,female,pescatarian,twice a day,electricity,walk/bicycle,,often,54,rarely,23,small,5,20,2,13,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",778
obese,female,pescatarian,more frequently,wood,private,hybrid,often,98,frequently,9142,extra large,2,7,27,6,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3594
underweight,female,vegetarian,twice a day,wood,public,,often,204,never,963,large,2,22,30,8,Yes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1020
overweight,female,omnivore,daily,wood,private,electric,never,108,rarely,7760,medium,6,0,27,10,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1506
underweight,female,omnivore,more frequently,coal,private,lpg,sometimes,126,never,7809,large,5,11,24,5,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3070
underweight,male,pescatarian,twice a day,electricity,private,petrol,never,59,frequently,3637,large,5,9,13,12,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2908
normal,male,vegetarian,daily,coal,public,,sometimes,182,frequently,1382,small,2,17,47,18,Yes,[],['Oven'],2549
overweight,male,omnivore,less frequently,natural gas,public,,sometimes,78,rarely,792,large,6,15,47,0,Yes,"['Paper', 'Glass']",['Microwave'],2189
underweight,male,vegan,less frequently,natural gas,public,,never,295,never,405,small,7,4,29,8,Sometimes,"['Plastic', 'Glass']",['Microwave'],1244
underweight,female,omnivore,more frequently,coal,walk/bicycle,,never,280,rarely,44,small,3,2,30,6,Sometimes,"['Plastic', 'Glass', 'Metal']",['Oven'],1377
underweight,female,vegan,daily,coal,private,diesel,often,263,rarely,6474,small,5,20,3,15,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2410
normal,male,omnivore,more frequently,coal,walk/bicycle,,never,207,never,8,small,6,21,20,6,Yes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1513
normal,male,omnivore,less frequently,electricity,private,electric,often,252,never,8405,medium,2,7,26,12,Sometimes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1392
underweight,male,omnivore,less frequently,electricity,public,,often,274,frequently,1421,small,7,19,23,8,Sometimes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1979
overweight,male,vegetarian,daily,electricity,private,electric,often,108,very frequently,369,large,4,1,33,18,Yes,"['Paper', 'Glass']",['Oven'],2869
normal,female,omnivore,twice a day,natural gas,public,,sometimes,239,frequently,1267,medium,1,6,41,19,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1776
normal,female,omnivore,less frequently,natural gas,private,hybrid,sometimes,166,frequently,9088,medium,7,14,38,10,Sometimes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",3214
overweight,female,vegan,less frequently,natural gas,walk/bicycle,,sometimes,231,never,42,medium,2,15,19,19,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",892
obese,female,pescatarian,daily,wood,private,lpg,often,298,very frequently,3018,small,1,11,21,7,Sometimes,['Plastic'],"['Grill', 'Airfryer']",3552
overweight,male,pescatarian,twice a day,coal,public,,never,260,rarely,1352,large,7,4,5,10,No,['Glass'],['Microwave'],2228
obese,female,pescatarian,daily,wood,private,hybrid,often,231,never,3403,small,1,15,35,11,Yes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",2065
obese,male,vegan,twice a day,coal,walk/bicycle,,sometimes,196,never,38,extra large,6,6,43,3,Yes,['Metal'],"['Oven', 'Grill', 'Airfryer']",2789
obese,male,vegetarian,more frequently,wood,private,lpg,never,223,very frequently,289,small,1,0,18,24,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2681
overweight,male,pescatarian,more frequently,coal,public,,never,104,very frequently,1360,large,6,9,30,3,Yes,"['Glass', 'Metal']","['Stove', 'Microwave']",3432
underweight,male,vegetarian,daily,wood,walk/bicycle,,never,270,frequently,1,extra large,3,3,12,23,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1795
obese,female,vegetarian,less frequently,coal,private,diesel,never,291,very frequently,9237,large,2,15,34,14,Sometimes,['Paper'],"['Stove', 'Oven']",5884
underweight,male,vegan,less frequently,natural gas,public,,never,189,frequently,119,medium,6,6,33,17,Yes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1773
underweight,female,vegan,more frequently,wood,walk/bicycle,,sometimes,60,frequently,42,extra large,3,19,11,21,Sometimes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",1536
obese,male,omnivore,more frequently,coal,walk/bicycle,,often,162,frequently,32,large,2,14,42,1,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",2811
overweight,male,pescatarian,more frequently,natural gas,private,hybrid,often,71,very frequently,9041,medium,1,3,46,11,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",4706
underweight,female,pescatarian,less frequently,electricity,public,,often,171,never,99,extra large,6,21,16,3,No,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1325
overweight,female,vegan,twice a day,coal,private,lpg,never,210,frequently,7423,extra large,4,4,6,20,Yes,['Metal'],"['Oven', 'Microwave']",3906
overweight,male,omnivore,more frequently,natural gas,walk/bicycle,,often,72,rarely,96,large,6,21,17,15,Sometimes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1888
underweight,male,vegan,twice a day,electricity,public,,never,247,very frequently,91,extra large,7,12,33,22,No,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",3030
obese,male,omnivore,twice a day,wood,private,electric,often,223,very frequently,6292,medium,2,16,36,7,Yes,"['Glass', 'Metal']",['Stove'],3604
overweight,male,vegan,more frequently,coal,private,lpg,sometimes,240,frequently,9818,medium,1,15,19,16,Yes,"['Paper', 'Glass', 'Metal']",['Stove'],4990
underweight,female,omnivore,daily,electricity,private,diesel,often,83,very frequently,2195,extra large,5,24,32,1,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2745
underweight,male,omnivore,twice a day,natural gas,private,diesel,never,203,rarely,6573,medium,6,15,43,20,No,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3542
normal,female,pescatarian,twice a day,electricity,private,diesel,often,296,frequently,8592,small,5,24,10,10,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",3198
underweight,female,pescatarian,more frequently,electricity,private,hybrid,often,84,rarely,5320,small,5,21,42,22,No,['Paper'],['Stove'],2050
underweight,male,pescatarian,twice a day,electricity,walk/bicycle,,never,116,very frequently,29,large,5,12,9,6,No,"['Plastic', 'Glass']",['Stove'],2205
normal,male,vegetarian,twice a day,wood,public,,never,208,frequently,970,medium,7,5,45,1,Yes,"['Paper', 'Metal']",['Stove'],2015
normal,male,pescatarian,twice a day,electricity,private,electric,sometimes,226,never,5847,extra large,4,8,37,6,Yes,"['Paper', 'Plastic']",[],1482
normal,female,vegetarian,less frequently,coal,walk/bicycle,,often,143,rarely,82,medium,2,7,48,8,Sometimes,['Paper'],[],1642
underweight,male,omnivore,twice a day,electricity,public,,never,122,never,399,extra large,1,14,40,0,Sometimes,"['Paper', 'Glass']","['Stove', 'Grill', 'Airfryer']",973
obese,male,pescatarian,more frequently,natural gas,private,electric,never,175,very frequently,2010,large,5,0,26,6,No,['Plastic'],"['Oven', 'Grill', 'Airfryer']",3439
overweight,female,vegan,less frequently,electricity,private,lpg,sometimes,240,rarely,1295,large,6,21,8,1,Yes,[],"['Oven', 'Microwave']",1742
overweight,male,pescatarian,twice a day,natural gas,public,,sometimes,187,very frequently,1374,extra large,5,10,36,13,Yes,"['Paper', 'Plastic', 'Glass']",['Stove'],3310
normal,male,pescatarian,less frequently,electricity,public,,often,250,rarely,1959,extra large,4,13,16,3,Sometimes,['Metal'],"['Stove', 'Microwave']",1702
normal,female,pescatarian,daily,electricity,public,,sometimes,164,frequently,369,medium,1,17,34,17,Sometimes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",1533
normal,female,omnivore,twice a day,natural gas,private,electric,sometimes,243,very frequently,4208,medium,1,24,1,21,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",1916
obese,male,pescatarian,daily,electricity,public,,often,282,very frequently,1015,small,4,20,6,12,Sometimes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2866
